iteration,loss,acc,binary_crossentropy,val_loss,val_acc,val_binary_crossentropy
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer gru 64 None None False True --layer dense 64 None None ,0.7392,0.5017,0.8972,0.6946,0.5033,0.6946
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer gru 64 None None False False --layer dense 32 None None ,0.7074,0.5036,0.7553,0.6967,0.5049,0.6967
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer gru 64 None None False False --layer dense 64 None None ,0.7062,0.5014,0.7498,0.7018,0.5079,0.7018
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer gru 128 None None True True --layer dense 32 None None ,0.7055,0.4996,0.7493,0.6938,0.4997,0.6938
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer gru 128 None None True True --layer dense 64 None None ,0.7697,0.5001,1.0812,0.694,0.5077,0.694
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer gru 128 None None True False --layer dense 32 None None ,0.7175,0.502,0.8174,0.6977,0.5098,0.6977
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer gru 128 None None True False --layer dense 64 None None ,0.8203,0.5,1.2692,0.6972,0.5065,0.6972
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer gru 128 None None False True --layer dense 32 None None ,7.7999,0.4915,7.7538,7.7956,0.4916,7.7957
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer gru 128 None None False True --layer dense 64 None None ,0.7103,0.5004,0.7835,0.6943,0.4937,0.6943
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer gru 128 None None False False --layer dense 32 None None ,0.6996,0.5011,0.7179,0.6935,0.499,0.6935
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer gru 128 None None False False --layer dense 64 None None ,7.6036,0.5001,7.6141,7.575,0.5089,7.5751
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer lstm 64 None None True True --layer dense 32 None None ,0.707,0.5009,0.7635,0.6938,0.5077,0.6938
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer lstm 64 None None True True --layer dense 64 None None ,0.7004,0.5018,0.7299,0.6933,0.506,0.6933
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer lstm 64 None None True False --layer dense 32 None None ,0.6986,0.5013,0.7123,0.6933,0.5068,0.6933
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer lstm 64 None None True False --layer dense 64 None None ,0.6989,0.5012,0.7155,0.6945,0.5061,0.6945
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer lstm 64 None None False True --layer dense 32 None None ,0.7028,0.5007,0.7352,0.6936,0.5044,0.6936
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer lstm 64 None None False True --layer dense 64 None None ,0.7008,0.4988,0.7281,0.6999,0.4918,0.6999
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer lstm 64 None None False False --layer dense 32 None None ,0.6982,0.503,0.7163,0.6935,0.498,0.6935
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer lstm 64 None None False False --layer dense 64 None None ,7.5713,0.5076,7.5957,7.5928,0.5078,7.5928
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer lstm 128 None None True True --layer dense 32 None None ,0.753,0.502,1.0072,0.6935,0.5052,0.6935
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer lstm 128 None None True True --layer dense 64 None None ,0.7095,0.5014,0.7761,0.6947,0.4948,0.6947
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer lstm 128 None None True False --layer dense 32 None None ,0.7043,0.5024,0.7485,0.694,0.5085,0.694
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer lstm 128 None None True False --layer dense 64 None None ,0.7029,0.5028,0.7364,0.6935,0.5062,0.6935
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer lstm 128 None None False True --layer dense 32 None None ,7.7991,0.4893,7.7948,7.7954,0.4916,7.7954
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer lstm 128 None None False True --layer dense 64 None None ,7.5744,0.5095,7.5656,7.5844,0.5083,7.5843
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer lstm 128 None None False False --layer dense 32 None None ,7.566,0.5082,7.539,7.6009,0.5072,7.601
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer gru 128 None None True False --layer lstm 128 None None False False --layer dense 64 None None ,0.6984,0.5,0.7144,0.6935,0.4998,0.6935
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer simplernn 64 None None True True --layer dense 32 None None ,0.7204,0.4997,0.8357,0.6976,0.5114,0.6976
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer simplernn 64 None None True True --layer dense 64 None None ,0.7277,0.5016,0.83,0.6949,0.5013,0.6949
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer simplernn 64 None None True False --layer dense 32 None None ,0.7292,0.5015,0.8636,0.6951,0.4957,0.6951
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer simplernn 64 None None True False --layer dense 64 None None ,0.6998,0.5008,0.7147,0.6943,0.4924,0.6943
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer simplernn 64 None None False True --layer dense 32 None None ,0.7706,0.5,1.0122,0.6952,0.5,0.6952
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer simplernn 64 None None False True --layer dense 64 None None ,0.8738,0.5018,1.3721,0.6977,0.4972,0.6977
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer simplernn 64 None None False False --layer dense 32 None None ,0.7481,0.5007,0.9233,0.6985,0.508,0.6985
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer simplernn 64 None None False False --layer dense 64 None None ,7.5843,0.507,7.605,7.5451,0.5108,7.5452
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer simplernn 128 None None True True --layer dense 32 None None ,0.9128,0.5012,1.5019,0.6967,0.4983,0.6967
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer simplernn 128 None None True True --layer dense 64 None None ,0.7661,0.5,1.0365,0.6944,0.5054,0.6944
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer simplernn 128 None None True False --layer dense 32 None None ,0.7127,0.5011,0.7913,0.7018,0.4896,0.7018
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer simplernn 128 None None True False --layer dense 64 None None ,0.7211,0.5011,0.8251,0.6938,0.505,0.6938
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer simplernn 128 None None False True --layer dense 32 None None ,0.7906,0.5017,1.1248,0.6952,0.5033,0.6952
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer simplernn 128 None None False True --layer dense 64 None None ,7.541,0.507,7.3808,7.5531,0.5103,7.553
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer simplernn 128 None None False False --layer dense 32 None None ,0.9459,0.5009,1.5797,0.6974,0.4976,0.6974
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer simplernn 128 None None False False --layer dense 64 None None ,0.7583,0.4991,0.9723,0.6949,0.5005,0.6949
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer gru 64 None None True True --layer dense 32 None None ,0.7054,0.5011,0.7538,0.694,0.499,0.694
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer gru 64 None None True True --layer dense 64 None None ,7.5958,0.5083,7.5843,7.4945,0.5141,7.4944
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer gru 64 None None True False --layer dense 32 None None ,0.6982,0.5031,0.7142,0.6932,0.5053,0.6932
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer gru 64 None None True False --layer dense 64 None None ,0.7153,0.5009,0.8208,0.6934,0.5086,0.6934
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer gru 64 None None False True --layer dense 32 None None ,7.5985,0.5077,7.593,7.4846,0.5148,7.4845
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer gru 64 None None False True --layer dense 64 None None ,0.7055,0.5011,0.7608,0.6944,0.5077,0.6944
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer gru 64 None None False False --layer dense 32 None None ,0.7054,0.4976,0.7417,0.696,0.4895,0.696
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer gru 64 None None False False --layer dense 64 None None ,0.6988,0.5011,0.7116,0.6948,0.5093,0.6948
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer gru 128 None None True True --layer dense 32 None None ,0.7187,0.5022,0.8232,0.6942,0.5053,0.6942
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer gru 128 None None True True --layer dense 64 None None ,7.5461,0.5101,7.5363,7.679,0.5022,7.6789
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer gru 128 None None True False --layer dense 32 None None ,0.711,0.5023,0.7957,0.6978,0.5087,0.6978
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer gru 128 None None True False --layer dense 64 None None ,0.7081,0.5027,0.7674,0.6953,0.4939,0.6953
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer gru 128 None None False True --layer dense 32 None None ,0.7041,0.5003,0.7397,0.6954,0.4984,0.6954
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer gru 128 None None False True --layer dense 64 None None ,0.7657,0.4996,1.0081,0.6968,0.5055,0.6968
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer gru 128 None None False False --layer dense 32 None None ,0.7136,0.501,0.7835,0.6943,0.5047,0.6943
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer gru 128 None None False False --layer dense 64 None None ,0.705,0.501,0.7463,0.6933,0.5037,0.6933
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer lstm 64 None None True True --layer dense 32 None None ,0.6987,0.5001,0.7186,0.6936,0.501,0.6936
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer lstm 64 None None True True --layer dense 64 None None ,0.7001,0.5004,0.7281,0.6947,0.4927,0.6947
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer lstm 64 None None True False --layer dense 32 None None ,0.7012,0.5019,0.7374,0.6934,0.508,0.6934
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer lstm 64 None None True False --layer dense 64 None None ,0.7009,0.503,0.7366,0.6944,0.4902,0.6944
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer lstm 64 None None False True --layer dense 32 None None ,0.7026,0.4989,0.7324,0.694,0.4991,0.694
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer lstm 64 None None False True --layer dense 64 None None ,7.5721,0.5098,7.5619,7.5921,0.5078,7.5921
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer lstm 64 None None False False --layer dense 32 None None ,0.6999,0.5019,0.7323,0.6957,0.5078,0.6957
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer lstm 64 None None False False --layer dense 64 None None ,0.6961,0.5014,0.7002,0.6935,0.4976,0.6935
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer lstm 128 None None True True --layer dense 32 None None ,0.7018,0.5018,0.7373,0.6938,0.4929,0.6938
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer lstm 128 None None True True --layer dense 64 None None ,0.7329,0.5014,0.9067,0.6961,0.5075,0.6961
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer lstm 128 None None True False --layer dense 32 None None ,0.699,0.5009,0.7218,0.6943,0.4958,0.6943
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer lstm 128 None None True False --layer dense 64 None None ,0.6999,0.5016,0.7255,0.6937,0.505,0.6937
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer lstm 128 None None False True --layer dense 32 None None ,0.7032,0.5003,0.7476,0.6933,0.5077,0.6933
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer lstm 128 None None False True --layer dense 64 None None ,7.7813,0.4898,7.6922,7.787,0.4922,7.7869
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer lstm 128 None None False False --layer dense 32 None None ,0.6986,0.5014,0.7172,0.6983,0.5109,0.6983
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True True --layer lstm 128 None None False False --layer dense 64 None None ,0.7073,0.5016,0.7613,0.6949,0.5035,0.6949
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer simplernn 64 None None True True --layer dense 32 None None ,0.7105,0.5008,0.7803,0.6933,0.5042,0.6933
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer simplernn 64 None None True True --layer dense 64 None None ,0.7484,0.4995,0.9405,0.6953,0.4981,0.6953
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer simplernn 64 None None True False --layer dense 32 None None ,0.717,0.502,0.825,0.694,0.4971,0.694
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer simplernn 64 None None True False --layer dense 64 None None ,0.7368,0.5012,0.8922,0.6953,0.5107,0.6953
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer simplernn 64 None None False True --layer dense 32 None None ,0.7515,0.5018,0.9675,0.695,0.4943,0.695
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer simplernn 64 None None False True --layer dense 64 None None ,0.7605,0.5,0.9852,0.6942,0.5112,0.6942
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer simplernn 64 None None False False --layer dense 32 None None ,0.7091,0.5023,0.7615,0.6938,0.5104,0.6938
python rnn.py --dbm --epochs 1 --batch_size 128 --tensorboard --features bear heading intersection_points lat lon mag mag_kalman mag_lowess magx_kalman magx_lowess magy_kalman magy_lowess magz_kalman magz_lowess timestamp --layer lstm 128 None None True False --layer simplernn 64 None None False False --layer dense 64 None None ,0.7137,0.5038,0.7928,0.6964,0.494,0.6964
